Dimension,Escenario,Algoritmo,Tiempo_clasificador_s,Exactitud,Precisión,Recall,F1-score,Sensibilidad,Especificidad,Precisión positiva,Tasa de falsos positivos,Valor F2,Valor F0.5,TP,TN,FP,FN,Repeticion,Fold,k_seleccionado,N_terminos_anadidos,Umbral_similitud,Politicos_test_pct
50,Escenario 2,KNN,7.982347099998151,0.9430218628331836,0.961618947969181,0.9658450367822681,0.9637273593898952,0.9658450367822681,0.8603322949117341,0.961618947969181,0.13966770508826584,0.9649968500028636,0.9624612045164607,20219.0,4971.0,807.0,715.0,2,1,2,100,0.7952955365180969,78.36927223719677
50,Escenario 2,Naïve Bayes,0.11669249999977183,0.6074049116501947,0.9463385456720499,0.5290436610299035,0.6786775745319729,0.5290436610299035,0.8913118726202839,0.9463385456720499,0.10868812737971617,0.5802135395383439,0.8173914327045139,11075.0,5150.0,628.0,9859.0,2,1,2,100,0.7952955365180969,78.36927223719677
50,Escenario 2,SVM,1.4872947999974713,0.9994384546271339,0.9999044114132772,0.9993790006687685,0.9996416370021741,0.9993790006687685,0.9996538594669436,0.9999044114132772,0.00034614053305642093,0.999484038639773,0.9997992850725441,20921.0,5776.0,2.0,13.0,2,1,2,100,0.7952955365180969,78.36927223719677
50,Escenario 1,Árbol de Decisión,15.59695759999886,0.9131476489967056,0.9371651729835278,0.9461659000151645,0.9416440285743033,0.9461659000151645,0.8188771828546688,0.9371651729835278,0.1811228171453312,0.9443519499520711,0.9389515926761977,18718.0,5674.0,1255.0,1065.0,2,2,2,0,,74.06034740940402
50,Escenario 1,KNN,8.203623100002005,0.935759209344115,0.9573692471267278,0.9558206540969519,0.9565943238731218,0.9558206540969519,0.8784817433973157,0.9573692471267278,0.12151825660268437,0.9561299717848366,0.9570591272130948,18909.0,6087.0,842.0,874.0,2,2,2,0,,74.06034740940402
50,Escenario 1,Naïve Bayes,0.12215429999923799,0.6161650194669063,0.9326311966587979,0.5192336854875398,0.6670779621391694,0.5192336854875398,0.8929138403810074,0.9326311966587979,0.10708615961899264,0.5697424178554789,0.8045238803865975,10272.0,6187.0,742.0,9511.0,2,2,2,0,,74.06034740940402
50,Escenario 1,SVM,1.1695218000022578,0.9995507637017071,0.9996461966135961,0.99974725774655,0.9996967246259604,0.99974725774655,0.9989897532111416,0.9996461966135961,0.001010246788858421,0.9997270438852776,0.9996664072056044,19778.0,6922.0,7.0,5.0,2,2,2,0,,74.06034740940402
50,Escenario 2,Árbol de Decisión,14.113872800000536,0.9335504642108415,0.9591422776006955,0.9553129058636779,0.957223761899024,0.9553129058636779,0.857166976194496,0.9591422776006955,0.14283302380550397,0.9560763320559974,0.9583739492148668,19860.0,5077.0,846.0,929.0,2,2,2,100,0.7926498055458069,77.82644504342618
50,Escenario 2,KNN,8.630921999996644,0.9420485175202157,0.9611273546469827,0.9645485593342633,0.9628349178910977,0.9645485593342633,0.8630761438460239,0.9611273546469827,0.13692385615397604,0.9638623712975514,0.9618096526318819,20052.0,5112.0,811.0,737.0,2,2,2,100,0.7926498055458069,77.82644504342618
50,Escenario 2,Naïve Bayes,0.11593160000484204,0.6047469302186284,0.9452519801549308,0.5223916494299871,0.6729041452382427,0.5223916494299871,0.8938038156339693,0.9452519801549308,0.10619618436603073,0.5737228591050769,0.8135440856993034,10860.0,5294.0,629.0,9929.0,2,2,2,100,0.7926498055458069,77.82644504342618
50,Escenario 2,SVM,1.2134067000006326,0.9994010182689428,0.9995190689174241,0.9997113858290442,0.9996152181232264,0.9997113858290442,0.9983116663852777,0.9995190689174241,0.0016883336147222692,0.9996729165263735,0.9995575263800849,20783.0,5913.0,10.0,6.0,2,2,2,100,0.7926498055458069,77.82644504342618
50,Escenario 1,Árbol de Decisión,15.496796999999788,0.9112383947289607,0.9340816932054199,0.9479098710292568,0.9409449799496874,0.9479098710292568,0.8035372144436257,0.9340816932054199,0.19646278555637436,0.9451115781046733,0.9368149580915538,18889.0,5452.0,1333.0,1038.0,2,3,2,0,,74.5994309673555
50,Escenario 1,KNN,8.754482199998165,0.9343366277328542,0.9559435997792162,0.9560395443368295,0.9559915696507427,0.9560395443368295,0.8705969049373619,0.9559435997792162,0.12940309506263817,0.956020353884601,0.955962787150126,19051.0,5907.0,878.0,876.0,2,3,2,0,,74.5994309673555
50,Escenario 1,Naïve Bayes,0.1051106000013533,0.6037361485474693,0.9297938903202061,0.5071009183519848,0.6562753693781458,0.5071009183519848,0.8875460574797347,0.9297938903202061,0.11245394252026529,0.5578188482600247,0.7969368602028423,10105.0,6022.0,763.0,9822.0,2,3,2,0,,74.5994309673555
50,Escenario 1,SVM,1.22768399999768,0.9995882000598981,0.9998995983935743,0.9995483514829127,0.9997239440861294,0.9995483514829127,0.9997052321296979,0.9998995983935743,0.0002947678703021371,0.999618581121773,0.9998293292640076,19918.0,6783.0,2.0,9.0,2,3,2,0,,74.5994309673555
50,Escenario 2,Árbol de Decisión,17.8922922999991,0.9339248277927523,0.9579683929931455,0.9580139953348884,0.9579911936213257,0.9580139953348884,0.8452234881682734,0.9579683929931455,0.15477651183172655,0.9580048745192125,0.9579775131141767,20125.0,4822.0,883.0,882.0,2,3,2,100,0.7873345017433167,78.64255765199162
50,Escenario 2,KNN,7.862132299997029,0.9413372267145852,0.9596179307735956,0.9660589327367068,0.9628276598268296,0.9660589327367068,0.8503067484662576,0.9596179307735956,0.14969325153374233,0.9647638244466418,0.9608992509398763,20294.0,4851.0,854.0,713.0,2,3,2,100,0.7873345017433167,78.64255765199162
50,Escenario 2,Naïve Bayes,0.10852480000176001,0.595125786163522,0.9463128393764232,0.5143523587375637,0.6664610639938319,0.5143523587375637,0.8925503943908852,0.9463128393764232,0.10744960560911482,0.566026863357291,0.8102251083549543,10805.0,5092.0,613.0,10202.0,2,3,2,100,0.7873345017433167,78.64255765199162
50,Escenario 2,SVM,1.5843546000032802,0.9994384546271339,0.9996667618775588,0.9996191745608607,0.9996429676528693,0.9996191745608607,0.9987730061349693,0.9996667618775588,0.001226993865030675,0.9996286916617476,0.9996572440517562,20999.0,5698.0,7.0,8.0,2,3,2,100,0.7873345017433167,78.64255765199162
50,Escenario 1,Árbol de Decisión,14.673448400004418,0.9129979035639413,0.9386467333268614,0.9480341209922541,0.9433170731707317,0.9480341209922541,0.7998099461514095,0.9386467333268614,0.20019005384859043,0.9461416521517897,0.9405093087952066,19338.0,5050.0,1264.0,1060.0,2,4,2,0,,76.36268343815513
